company;year;country;ERROWIN;MEPAWIN;DISPERWIN;ESGScoreWIN;ESGCombWIN;ENVPillarWIN;SocialPillarWIN;GovPillarWIN;QANALYST
003670.KS;2014;"Korea; Republic (S. Korea)";1.00095985;0.00173490;0.06488684;15.00;15.00;15.00;17.00;15.00;3
EXXJ.J;2023;South Africa;0.99927180;0.00173490;0.03010761;64.61;64.61;70.71;76.00;35.39;8
EXXJ.J;2022;South Africa;0.99934784;0.00173490;0.03477359;69.64;69.64;74.00;76.00;41.10;7
EXXJ.J;2021;South Africa;0.00000000;0.00000000;0.08238644;64.37;64.37;74.00;76.00;19.80;6
EXXJ.J;2020;South Africa;0.99941271;0.00173490;0.24164310;62.76;62.76;74.00;76.00;25.47;8
EXXJ.J;2019;South Africa;0.99963590;0.00173490;0.12263718;61.48;61.48;74.00;74.55;26.48;9
EXXJ.J;2018;South Africa;0.99897392;0.00173490;0.10318332;64.32;64.32;74.00;75.65;34.69;7
EXXJ.J;2017;South Africa;1.00046251;0.00173490;0.14784501;68.54;68.54;74.00;76.00;40.24;8
EXXJ.J;2016;South Africa;1.00007647;0.00173490;0.25420057;61.13;61.13;74.00;69.09;27.35;11
EXXJ.J;2015;South Africa;1.00087404;0.00173490;0.04380242;61.43;40.71;74.00;76.00;23.60;11
EXXJ.J;2014;South Africa;0.99998236;0.00173490;0.10032664;64.44;64.44;74.00;73.77;32.53;7
PTT.BK;2023;Thailand;1.00002244;0.00173490;0.16703991;74.00;74.00;74.00;76.00;38.50;16
PTT.BK;2022;Thailand;1.00003309;0.00173490;0.09109375;74.00;62.48;74.00;76.00;38.25;19
PTT.BK;2021;Thailand;1.00001097;0.00173490;0.19727696;74.00;74.00;74.00;76.00;48.80;21
PTT.BK;2020;Thailand;1.00005745;0.00173490;0.12793788;74.00;73.47;74.00;76.00;40.23;20
PTT.BK;2019;Thailand;0.99994398;0.00173490;0.09814310;74.00;74.00;74.00;76.00;42.65;23
PTT.BK;2018;Thailand;1.00006093;0.00173490;0.07268267;74.00;74.00;74.00;76.00;32.96;24
PTT.BK;2017;Thailand;0.99998059;0.00173490;0.07406254;74.00;74.00;74.00;73.82;54.03;22
PTT.BK;2016;Thailand;0.99998662;0.00173490;0.35476037;70.15;70.15;74.00;71.37;34.03;24
PTT.BK;2015;Thailand;0.99997578;0.00173490;0.09287857;72.33;72.33;74.00;73.84;40.01;22
PTT.BK;2014;Thailand;0.99983792;0.00173490;0.36225000;68.89;68.89;74.00;74.60;24.67;23
056190.KQ;2023;"Korea; Republic (S. Korea)";0.99962175;0.00173490;0.18772037;15.00;15.00;15.00;17.00;15.00;9
056190.KQ;2022;"Korea; Republic (S. Korea)";0.99933281;0.00173490;0.06853086;15.00;15.00;24.78;17.00;15.00;12
056190.KQ;2021;"Korea; Republic (S. Korea)";0.99979802;0.00173490;0.12788708;15.00;15.00;23.07;17.00;15.00;9
056190.KQ;2020;"Korea; Republic (S. Korea)";0.99973953;0.00173490;0.07282135;15.00;15.00;23.29;17.00;15.00;14
056190.KQ;2019;"Korea; Republic (S. Korea)";0.99947755;0.00173490;0.07753610;15.00;15.00;23.10;17.00;15.60;13
056190.KQ;2018;"Korea; Republic (S. Korea)";0.99936412;0.00173490;0.07621512;15.00;15.00;15.00;17.00;15.00;16
056190.KQ;2017;"Korea; Republic (S. Korea)";0.99974679;0.00173490;0.10121582;15.00;15.00;15.00;17.00;15.00;16
056190.KQ;2016;"Korea; Republic (S. Korea)";0.99989072;0.00173490;0.33879844;15.00;15.00;15.00;17.00;15.00;19
056190.KQ;2015;"Korea; Republic (S. Korea)";0.99978366;0.00173490;0.14698796;15.00;15.00;15.00;17.00;15.00;19
056190.KQ;2014;"Korea; Republic (S. Korea)";0.99991934;0.00173490;0.02933903;15.00;15.00;15.00;17.00;15.00;21
AC.MX;2023;Mexico;0.99992256;0.00173490;0.07519190;15.00;15.00;15.00;17.00;15.00;15
AC.MX;2022;Mexico;0.25822528;0.00173490;0.02396733;65.61;65.61;63.76;76.00;46.85;17
AC.MX;2021;Mexico;0.22120994;0.00173490;0.02590810;60.19;60.19;64.31;63.04;50.00;15
AC.MX;2020;Mexico;1.02790436;0.00173490;0.04741341;59.83;59.83;59.76;70.71;39.92;13
AC.MX;2019;Mexico;2.34180809;0.00173490;0.08880079;62.41;62.41;72.46;73.41;30.11;14
AC.MX;2018;Mexico;1.19465160;0.00173490;0.06106921;66.85;66.85;74.00;76.00;38.49;16
AC.MX;2017;Mexico;0.77230306;0.00173490;0.04790659;60.28;60.28;64.97;66.35;43.49;14
AC.MX;2016;Mexico;0.01030775;0.00173490;0.06782736;55.39;55.39;50.23;65.97;42.11;16
AC.MX;2015;Mexico;0.05494709;0.00173490;0.02573522;59.73;59.73;61.43;66.94;44.42;16
AC.MX;2014;Mexico;0.00000000;0.00000000;0.00000000;57.07;57.07;50.47;68.39;44.17;14
KLBN4.SA;2023;Brazil;0.00000000;0.00000000;0.00000000;15.00;15.00;15.00;17.00;15.00;0
KLBN4.SA;2022;Brazil;0.00000000;0.00000000;0.00000000;72.95;72.95;74.00;70.67;55.27;0
KLBN4.SA;2021;Brazil;0.00000000;0.00000000;0.00000000;65.36;65.36;74.00;66.67;30.54;0
KLBN4.SA;2020;Brazil;0.00000000;0.00000000;0.00000000;62.59;62.59;74.00;59.46;31.47;0
KLBN4.SA;2019;Brazil;0.54952542;0.00173490;0.00000000;64.66;64.66;74.00;63.10;35.20;1
KLBN4.SA;2018;Brazil;0.99736154;0.00173490;0.00000000;66.95;66.95;74.00;64.54;37.21;1
KLBN4.SA;2017;Brazil;0.97868225;0.00173490;0.36225000;57.60;57.60;71.41;57.60;36.42;1
KLBN4.SA;2016;Brazil;1.03530495;0.00173490;0.36225000;58.71;58.71;73.94;63.98;30.26;3
KLBN4.SA;2015;Brazil;0.99227818;0.00173490;0.36225000;56.71;56.71;70.21;63.28;27.80;6
KLBN4.SA;2014;Brazil;0.99262603;0.00173490;0.36225000;60.54;60.54;67.69;63.58;41.95;3
046890.KQ;2023;"Korea; Republic (S. Korea)";0.95704728;0.00173490;0.36225000;15.00;15.00;15.00;17.00;15.00;7
046890.KQ;2022;"Korea; Republic (S. Korea)";0.89176357;0.00173490;0.17414711;22.40;22.40;20.65;29.80;15.00;8
046890.KQ;2021;"Korea; Republic (S. Korea)";0.86227282;0.00173490;0.15640845;21.81;21.81;19.65;27.89;15.00;11
046890.KQ;2020;"Korea; Republic (S. Korea)";0.85343757;0.00173490;0.14135024;24.05;24.05;20.75;31.18;16.26;12
046890.KQ;2019;"Korea; Republic (S. Korea)";0.93650720;0.00173490;0.13962077;22.93;22.93;16.77;33.90;15.00;11
046890.KQ;2018;"Korea; Republic (S. Korea)";0.93108173;0.00173490;0.07814252;27.10;27.10;16.44;38.41;21.21;11
046890.KQ;2017;"Korea; Republic (S. Korea)";0.97442876;0.00173490;0.36225000;30.87;30.87;21.63;45.00;18.64;12
046890.KQ;2016;"Korea; Republic (S. Korea)";0.97690276;0.00173490;0.31349239;30.37;30.37;20.45;41.82;23.36;13
046890.KQ;2015;"Korea; Republic (S. Korea)";0.97515481;0.00173490;0.36225000;15.00;15.00;15.00;17.00;31.76;21
046890.KQ;2014;"Korea; Republic (S. Korea)";0.43939503;0.00173490;0.12261167;15.00;15.00;15.00;17.00;35.31;27
CCRO3.SA;2023;Brazil;2.34380000;0.00173490;0.00839018;15.00;15.00;15.00;17.00;15.00;7
CCRO3.SA;2022;Brazil;0.53140143;0.00173490;0.24245189;60.01;60.01;65.53;76.00;26.46;12
CCRO3.SA;2021;Brazil;0.00000000;0.00000000;0.24260144;68.04;59.02;66.41;76.00;50.01;12
CCRO3.SA;2020;Brazil;0.00000000;0.00000000;0.05099847;64.88;64.88;46.80;76.00;57.69;9
CCRO3.SA;2019;Brazil;0.00000000;0.00000000;0.07526146;64.63;64.63;51.53;76.00;59.80;11
CCRO3.SA;2018;Brazil;0.00000000;0.00000000;0.10335516;65.20;35.38;57.64;76.00;53.98;13
CCRO3.SA;2017;Brazil;0.00000000;0.00000000;0.16838676;67.99;67.99;65.46;76.00;51.55;13
CCRO3.SA;2016;Brazil;0.00000000;0.00000000;0.07713352;60.55;60.55;69.75;68.58;38.86;14
CCRO3.SA;2015;Brazil;0.00000000;0.00000000;0.05879281;62.96;62.96;67.29;72.36;44.25;16
CCRO3.SA;2014;Brazil;0.00000000;0.00000000;0.00000000;70.49;70.49;74.00;73.68;60.02;14
BAFS.BK;2023;Thailand;0.00000000;0.00000000;0.36225000;68.51;68.51;58.55;76.00;63.38;1
BAFS.BK;2022;Thailand;0.00000000;0.00000000;0.36225000;64.76;64.76;50.31;76.00;61.78;2
BAFS.BK;2021;Thailand;0.00000000;0.00000000;0.00000000;54.97;54.97;46.25;64.57;49.41;2
BAFS.BK;2020;Thailand;0.00000000;0.00000000;0.00000000;50.70;50.70;42.71;68.58;31.84;0
BAFS.BK;2019;Thailand;0.00000000;0.00000000;0.00000000;15.00;15.00;15.00;17.00;15.00;0
BAFS.BK;2018;Thailand;0.00000000;0.00000000;0.00000000;15.00;15.00;15.00;17.00;15.00;0
BAFS.BK;2017;Thailand;0.00000000;0.00000000;0.00000000;15.00;15.00;15.00;17.00;15.00;0
BAFS.BK;2016;Thailand;0.00000000;0.00000000;0.00000000;15.00;15.00;15.00;17.00;15.00;0
BAFS.BK;2015;Thailand;0.00000000;0.00000000;0.00000000;15.00;15.00;15.00;17.00;15.00;0
BAFS.BK;2014;Thailand;0.00000000;0.00000000;0.16782456;15.00;15.00;15.00;17.00;15.00;0
066570.KS;2023;"Korea; Republic (S. Korea)";0.00000000;0.00000000;0.24446321;15.00;15.00;15.00;17.00;15.00;30
066570.KS;2022;"Korea; Republic (S. Korea)";0.00000000;0.00000000;0.23531350;74.00;67.41;74.00;76.00;77.00;33
066570.KS;2021;"Korea; Republic (S. Korea)";2.34380000;0.00173490;0.10107789;74.00;74.00;74.00;76.00;77.00;29
066570.KS;2020;"Korea; Republic (S. Korea)";2.34380000;0.00173490;0.20920231;74.00;74.00;74.00;76.00;77.00;32
066570.KS;2019;"Korea; Republic (S. Korea)";2.34380000;0.00173490;0.12021755;74.00;74.00;74.00;76.00;77.00;34
066570.KS;2018;"Korea; Republic (S. Korea)";2.34380000;0.00173490;0.09128092;74.00;74.00;74.00;76.00;75.35;34
066570.KS;2017;"Korea; Republic (S. Korea)";2.34380000;0.00173490;0.23308541;74.00;68.78;74.00;76.00;77.00;36
066570.KS;2016;"Korea; Republic (S. Korea)";0.99915527;0.00173490;0.19104335;74.00;65.50;74.00;76.00;76.01;39
066570.KS;2015;"Korea; Republic (S. Korea)";1.00342141;0.00173490;0.15020405;74.00;52.24;74.00;76.00;77.00;39
066570.KS;2014;"Korea; Republic (S. Korea)";0.99978583;0.00173490;0.00000000;74.00;65.44;74.00;76.00;77.00;44
SAPR4.SA;2023;Brazil;1.00007687;0.00173490;0.36225000;15.00;15.00;15.00;17.00;15.00;2
SAPR4.SA;2022;Brazil;0.00000000;0.00000000;0.00000000;38.22;38.22;40.72;45.55;25.16;6
SAPR4.SA;2021;Brazil;0.00000000;0.00000000;0.00000000;39.69;39.69;47.99;47.78;15.82;0
SAPR4.SA;2020;Brazil;0.00000000;0.00000000;0.00000000;45.12;45.12;54.27;41.60;33.82;0
SAPR4.SA;2019;Brazil;0.00000000;0.00000000;0.00000000;53.88;53.88;64.35;53.64;36.37;0
SAPR4.SA;2018;Brazil;0.99970045;0.00173490;0.03272751;51.23;51.23;65.93;49.28;28.58;0
SAPR4.SA;2017;Brazil;0.99992665;0.00173490;0.05221834;55.35;55.35;67.89;51.73;38.40;2
SAPR4.SA;2016;Brazil;0.00000000;0.00000000;0.00000000;15.00;15.00;15.00;17.00;15.00;3
SAPR4.SA;2015;Brazil;0.00000000;0.00000000;0.00000000;15.00;15.00;15.00;17.00;15.00;0
SAPR4.SA;2014;Brazil;0.99998431;0.00173490;0.24923547;15.00;15.00;15.00;17.00;15.00;0
MAJOR.BK;2023;Thailand;0.00000000;0.00000000;0.34240782;53.73;53.73;45.88;58.24;54.04;8
MAJOR.BK;2022;Thailand;0.99965437;0.00173490;0.36225000;56.00;56.00;36.81;60.23;66.95;12
MAJOR.BK;2021;Thailand;1.00093008;0.00173490;0.10520584;46.33;46.33;22.43;50.81;61.13;10
MAJOR.BK;2020;Thailand;0.99924675;0.00173490;0.02562327;22.75;22.75;15.00;33.37;27.28;10
MAJOR.BK;2019;Thailand;0.00000000;0.00000000;0.20330465;23.96;23.96;15.00;28.04;39.39;11
MAJOR.BK;2018;Thailand;0.00000000;0.00000000;0.17700952;15.00;15.00;15.00;17.00;15.00;14
MAJOR.BK;2017;Thailand;0.00000000;0.00000000;0.16342769;15.00;15.00;15.00;17.00;15.00;14
MAJOR.BK;2016;Thailand;0.00000000;0.00000000;0.11531909;15.00;15.00;15.00;17.00;15.00;13
MAJOR.BK;2015;Thailand;0.00000000;0.00000000;0.05965168;15.00;15.00;15.00;17.00;15.00;15
MAJOR.BK;2014;Thailand;0.00000000;0.00000000;0.03119015;15.00;15.00;15.00;17.00;15.00;12
EAND.AD;2023;United Arab Emirates;0.00000000;0.00000000;0.04215494;60.57;60.57;70.39;59.01;56.16;12
EAND.AD;2022;United Arab Emirates;0.00000000;0.00000000;0.01203303;58.84;58.84;56.95;56.61;64.76;10
EAND.AD;2021;United Arab Emirates;0.00000000;0.00000000;0.03789236;61.80;61.80;48.96;65.17;64.87;7
EAND.AD;2020;United Arab Emirates;0.99901411;0.00173490;0.01380673;63.40;63.40;44.32;69.65;65.48;7
EAND.AD;2019;United Arab Emirates;0.99866555;0.00173490;0.04462439;51.89;51.89;31.54;52.59;66.10;6
EAND.AD;2018;United Arab Emirates;0.74979718;0.00173490;0.07787139;52.73;52.73;47.87;48.22;65.52;7
EAND.AD;2017;United Arab Emirates;0.80051289;0.00173490;0.04552006;30.41;30.41;25.97;30.03;34.59;7
EAND.AD;2016;United Arab Emirates;0.88107294;0.00173490;0.05348425;28.31;28.31;26.61;25.59;35.06;8
EAND.AD;2015;United Arab Emirates;0.87220825;0.00173490;0.11010201;27.75;27.75;23.05;22.43;42.02;9
EAND.AD;2014;United Arab Emirates;1.73384669;0.00173490;0.36225000;39.15;39.15;30.81;39.05;45.75;6
009240.KS;2023;"Korea; Republic (S. Korea)";0.44860354;0.00173490;0.36225000;15.00;15.00;15.00;17.00;15.00;16
009240.KS;2022;"Korea; Republic (S. Korea)";2.34380000;0.00173490;0.15680052;15.00;15.00;15.00;17.00;15.00;16
009240.KS;2021;"Korea; Republic (S. Korea)";2.34380000;0.00173490;0.15751884;60.31;60.31;59.79;76.00;33.33;18
009240.KS;2020;"Korea; Republic (S. Korea)";2.34380000;0.00173490;0.36225000;38.23;38.23;45.26;37.04;30.64;21
009240.KS;2019;"Korea; Republic (S. Korea)";2.34380000;0.00173490;0.31082921;36.92;36.92;39.82;33.87;37.66;22
009240.KS;2018;"Korea; Republic (S. Korea)";2.34380000;0.00173490;0.14677514;15.00;15.00;15.00;18.67;15.86;19
009240.KS;2017;"Korea; Republic (S. Korea)";2.34380000;0.00173490;0.12461857;15.00;15.00;15.00;17.00;15.00;16
009240.KS;2016;"Korea; Republic (S. Korea)";2.34380000;0.00173490;0.13557320;15.00;15.00;15.00;17.00;15.00;19
009240.KS;2015;"Korea; Republic (S. Korea)";2.34380000;0.00173490;0.11554297;15.00;15.00;15.00;17.00;18.37;16
009240.KS;2014;"Korea; Republic (S. Korea)";0.00000000;0.00000000;0.00000000;15.00;15.00;15.00;17.00;15.46;12
RAKWCT.AD;2023;United Arab Emirates;0.00000000;0.00000000;0.00000000;15.00;15.00;15.00;17.00;37.48;0
RAKWCT.AD;2022;United Arab Emirates;1.00000000;0.00173490;0.00000000;15.00;15.00;15.00;17.00;35.71;
RAKWCT.AD;2021;United Arab Emirates;1.00000000;0.00173490;0.00000000;15.00;15.00;15.00;17.00;35.41;
RAKWCT.AD;2020;United Arab Emirates;1.00000000;0.00173490;0.00000000;15.00;15.00;15.00;17.00;15.00;
RAKWCT.AD;2019;United Arab Emirates;0.00000000;0.00000000;0.00000000;15.00;15.00;15.00;17.00;15.00;
RAKWCT.AD;2018;United Arab Emirates;1.00000000;0.00173490;0.00000000;15.00;15.00;15.00;17.00;15.00;
RAKWCT.AD;2017;United Arab Emirates;1.00000000;0.00173490;0.00000000;15.00;15.00;15.00;17.00;15.00;
RAKWCT.AD;2016;United Arab Emirates;1.00000000;0.00173490;0.00000000;15.00;15.00;15.00;17.00;15.00;
RAKWCT.AD;2015;United Arab Emirates;0.00000000;0.00000000;0.00000000;15.00;15.00;15.00;17.00;15.00;
RAKWCT.AD;2014;United Arab Emirates;0.00000000;0.00000000;0.04136035;15.00;15.00;15.00;17.00;15.00;
AH.BK;2023;Thailand;0.00000000;0.00000000;0.05896371;30.17;30.17;15.00;25.13;64.66;5
AH.BK;2022;Thailand;0.00000000;0.00000000;0.10108331;31.76;31.76;15.00;27.41;65.63;5
AH.BK;2021;Thailand;0.00000000;0.00000000;0.36225000;30.29;30.29;15.00;25.79;59.94;4
AH.BK;2020;Thailand;0.00000000;0.00000000;0.02655083;39.16;39.16;16.99;35.65;76.19;3
AH.BK;2019;Thailand;0.97956488;0.00173490;0.09079264;15.00;15.00;15.00;17.00;15.00;2
AH.BK;2018;Thailand;0.98435458;0.00173490;0.10242226;15.00;15.00;15.00;17.00;15.00;4
AH.BK;2017;Thailand;0.99346112;0.00173490;0.20114932;15.00;15.00;15.00;17.00;15.00;4
AH.BK;2016;Thailand;0.00000000;0.00000000;0.08107883;15.00;15.00;15.00;17.00;15.00;3
AH.BK;2015;Thailand;0.00000000;0.00000000;0.09240862;15.00;15.00;15.00;17.00;15.00;2
AH.BK;2014;Thailand;0.00000000;0.00000000;0.06800427;15.00;15.00;15.00;17.00;15.00;3
035420.KS;2023;"Korea; Republic (S. Korea)";0.00000000;0.00000000;0.11040282;15.00;15.00;15.00;17.00;15.00;35
035420.KS;2022;"Korea; Republic (S. Korea)";0.00000000;0.00000000;0.21754943;74.00;50.40;44.25;74.43;77.00;33
035420.KS;2021;"Korea; Republic (S. Korea)";0.00000000;0.00000000;0.19654291;74.00;74.00;37.47;75.58;77.00;31
035420.KS;2020;"Korea; Republic (S. Korea)";0.00000000;0.00000000;0.13648715;67.99;67.99;38.08;59.75;77.00;35
035420.KS;2019;"Korea; Republic (S. Korea)";0.66353781;0.00173490;0.07951208;52.15;52.15;25.10;32.22;77.00;32
035420.KS;2018;"Korea; Republic (S. Korea)";1.56588296;0.00173490;0.08210536;49.73;49.73;24.13;21.99;77.00;34
035420.KS;2017;"Korea; Republic (S. Korea)";1.63301763;0.00173490;0.05924170;55.70;55.70;22.00;33.92;77.00;37
035420.KS;2016;"Korea; Republic (S. Korea)";0.00000000;0.00000000;0.08244661;53.90;53.90;15.12;33.05;77.00;37
035420.KS;2015;"Korea; Republic (S. Korea)";0.00000000;0.00000000;0.08162782;55.00;55.00;20.82;36.94;77.00;29
035420.KS;2014;"Korea; Republic (S. Korea)";0.90565035;0.00173490;0.24448567;47.29;47.29;15.00;29.78;72.90;38
034230.KS;2023;"Korea; Republic (S. Korea)";1.06352760;0.00173490;0.36225000;15.00;15.00;15.00;17.00;15.30;13
034230.KS;2022;"Korea; Republic (S. Korea)";0.00000000;0.00000000;0.30739391;15.00;15.00;15.00;17.00;15.00;12
034230.KS;2021;"Korea; Republic (S. Korea)";0.00000000;0.00000000;0.18234435;15.00;15.00;15.00;17.00;17.59;14
034230.KS;2020;"Korea; Republic (S. Korea)";0.00000000;0.00000000;0.20627643;15.00;15.00;15.00;17.00;38.04;19
034230.KS;2019;"Korea; Republic (S. Korea)";0.00000000;0.00000000;0.36225000;15.00;15.00;15.00;17.00;46.27;22
034230.KS;2018;"Korea; Republic (S. Korea)";1.10391405;0.00173490;0.36225000;15.00;15.00;15.00;17.00;46.07;19
034230.KS;2017;"Korea; Republic (S. Korea)";1.77277395;0.00173490;0.08934676;15.00;15.00;15.00;17.00;41.06;21
034230.KS;2016;"Korea; Republic (S. Korea)";0.72808223;0.00173490;0.15108460;17.28;17.28;15.00;17.00;55.58;22
034230.KS;2015;"Korea; Republic (S. Korea)";0.20923002;0.00173490;0.09503887;16.67;16.67;15.00;17.00;48.95;20
034230.KS;2014;"Korea; Republic (S. Korea)";2.34380000;0.00173490;0.11552142;15.00;15.00;15.00;17.00;30.59;25
069960.KS;2023;"Korea; Republic (S. Korea)";2.34380000;0.00173490;0.12690426;15.00;15.00;15.00;17.00;15.00;23
069960.KS;2022;"Korea; Republic (S. Korea)";0.00000000;0.00000000;0.10345584;49.67;49.67;45.51;48.89;53.41;25
069960.KS;2021;"Korea; Republic (S. Korea)";2.34380000;0.00173490;0.16497006;34.83;34.83;33.44;34.80;36.07;28
069960.KS;2020;"Korea; Republic (S. Korea)";2.34380000;0.00173490;0.03819402;28.65;28.65;26.00;29.71;29.85;27
069960.KS;2019;"Korea; Republic (S. Korea)";0.00000000;0.00000000;0.04988964;15.00;15.00;15.00;24.17;15.00;27
069960.KS;2018;"Korea; Republic (S. Korea)";0.00000000;0.00000000;0.03237257;15.00;15.00;15.00;17.00;15.00;22
069960.KS;2017;"Korea; Republic (S. Korea)";0.00000000;0.00000000;0.04061113;15.00;15.00;15.00;17.00;15.00;27
069960.KS;2016;"Korea; Republic (S. Korea)";0.00000000;0.00000000;0.14929773;15.00;15.00;15.00;17.00;18.47;28
069960.KS;2015;"Korea; Republic (S. Korea)";0.00000000;0.00000000;0.06925928;15.00;15.00;15.00;17.00;15.00;31
069960.KS;2014;"Korea; Republic (S. Korea)";0.00000000;0.00000000;0.00000000;15.00;15.00;15.00;17.00;15.00;35
JULPHAR.AD;2023;United Arab Emirates;0.00000000;0.00000000;0.00000000;36.16;36.16;26.64;42.34;30.29;1
JULPHAR.AD;2022;United Arab Emirates;0.00000000;0.00000000;0.00000000;42.28;42.28;26.11;45.35;49.53;1
JULPHAR.AD;2021;United Arab Emirates;0.00000000;0.00000000;0.00000000;44.23;44.23;31.01;46.26;50.89;1
JULPHAR.AD;2020;United Arab Emirates;0.00000000;0.00000000;0.00000000;15.00;15.00;15.00;17.00;15.00;1
JULPHAR.AD;2019;United Arab Emirates;0.00000000;0.00000000;0.00000000;15.00;15.00;15.00;17.00;15.00;1
JULPHAR.AD;2018;United Arab Emirates;0.98919101;0.00173490;0.00000000;15.00;15.00;15.00;17.00;15.00;1
JULPHAR.AD;2017;United Arab Emirates;0.99370037;0.00173490;0.00000000;15.00;15.00;15.00;17.00;15.00;1
JULPHAR.AD;2016;United Arab Emirates;0.00000000;0.00000000;0.00000000;15.00;15.00;15.00;17.00;15.00;1
JULPHAR.AD;2015;United Arab Emirates;1.48246665;0.00173490;0.00000000;15.00;15.00;15.00;17.00;15.00;0
JULPHAR.AD;2014;United Arab Emirates;0.79076368;0.00173490;0.03848021;15.00;15.00;15.00;17.00;15.00;1
RESJ.J;2023;South Africa;0.96124593;0.00173490;0.00278520;30.88;30.88;23.97;17.00;52.72;5
RESJ.J;2022;South Africa;0.00000000;0.00000000;0.00000000;33.72;33.72;26.81;21.21;53.53;3
RESJ.J;2021;South Africa;0.00000000;0.00000000;0.00000000;37.25;37.25;33.66;23.72;54.15;0
RESJ.J;2020;South Africa;0.00000000;0.00000000;0.00000000;41.01;41.01;23.86;36.37;65.36;0
RESJ.J;2019;South Africa;0.00000000;0.00000000;0.00000000;35.43;35.43;15.00;39.04;56.88;0
RESJ.J;2018;South Africa;0.00000000;0.00000000;0.00000000;38.39;38.39;19.64;28.46;69.57;0
RESJ.J;2017;South Africa;0.00000000;0.00000000;0.00000000;38.24;38.24;23.90;27.20;65.32;0
RESJ.J;2016;South Africa;0.00000000;0.00000000;0.00000000;36.73;36.73;22.44;28.37;61.26;0
RESJ.J;2015;South Africa;0.00000000;0.00000000;0.00000000;23.56;23.56;22.08;26.93;22.14;0
RESJ.J;2014;South Africa;0.98292705;0.00173490;0.00000000;22.82;22.82;18.62;25.61;25.09;0
KOZAA.IS;2023;Turkey;0.93820100;0.00173490;0.00000000;15.00;15.00;15.00;17.00;15.00;
KOZAA.IS;2022;Turkey;0.95944363;0.00173490;0.00000000;15.00;15.00;15.00;17.00;15.00;1
KOZAA.IS;2021;Turkey;0.95361473;0.00173490;0.00000000;15.00;15.00;15.00;17.00;15.00;1
KOZAA.IS;2020;Turkey;0.94796795;0.00173490;0.04834606;15.00;15.00;15.00;17.00;15.00;1
KOZAA.IS;2019;Turkey;0.96757889;0.00173490;0.00000000;15.00;15.00;15.00;17.00;15.00;2
KOZAA.IS;2018;Turkey;0.00000000;0.00000000;0.00000000;15.00;15.00;15.00;17.00;15.00;1
KOZAA.IS;2017;Turkey;0.00000000;0.00000000;0.00000000;15.00;15.00;15.00;17.00;15.00;0
KOZAA.IS;2016;Turkey;0.00000000;0.00000000;0.00000000;15.00;15.00;15.00;17.00;15.00;0
KOZAA.IS;2015;Turkey;0.95691527;0.00173490;0.01960784;15.00;15.00;15.00;17.00;15.00;0
KOZAA.IS;2014;Turkey;0.93283322;0.00173490;0.25715121;15.00;15.00;15.00;17.00;15.00;2
TKGJ.J;2023;South Africa;0.86871448;0.00173490;0.01555474;51.06;51.06;32.27;58.88;49.77;9
TKGJ.J;2022;South Africa;0.87648654;0.00173490;0.12447973;41.99;41.99;39.03;49.15;29.92;7
TKGJ.J;2021;South Africa;0.89327011;0.00173490;0.20680025;49.99;49.99;38.64;58.01;42.61;9
TKGJ.J;2020;South Africa;0.53193076;0.00173490;0.08220974;54.42;54.42;44.79;63.64;43.31;11
TKGJ.J;2019;South Africa;0.16885461;0.00173490;0.05071268;57.97;57.97;35.45;65.16;60.81;8
TKGJ.J;2018;South Africa;0.03783978;0.00173490;0.06627972;59.25;59.25;37.62;68.93;56.43;12
TKGJ.J;2017;South Africa;0.17724661;0.00173490;0.22453501;54.91;51.76;39.25;67.81;41.06;12
TKGJ.J;2016;South Africa;0.15130433;0.00173490;0.11655344;59.55;59.55;45.41;73.68;42.04;15
TKGJ.J;2015;South Africa;0.03840189;0.00173490;0.36225000;55.48;31.91;59.23;60.40;42.75;12
TKGJ.J;2014;South Africa;0.94705394;0.00173490;0.36225000;52.60;28.22;54.85;46.69;62.72;11
RS.BK;2023;Thailand;0.00000000;0.00000000;0.09106492;68.28;68.28;47.79;69.85;73.47;3
RS.BK;2022;Thailand;0.00000000;0.00000000;0.36225000;66.71;66.71;49.40;70.97;66.87;3
RS.BK;2021;Thailand;0.00000000;0.00000000;0.03228873;72.55;72.55;53.30;70.15;77.00;6
RS.BK;2020;Thailand;0.00000000;0.00000000;0.07420000;61.89;61.89;33.47;74.74;54.45;5
RS.BK;2019;Thailand;0.86613143;0.00173490;0.15086475;43.12;43.12;15.00;38.92;62.00;5
RS.BK;2018;Thailand;1.84677887;0.00173490;0.13208103;15.00;15.00;15.00;17.00;15.00;10
RS.BK;2017;Thailand;0.70833107;0.00173490;0.36225000;15.00;15.00;15.00;17.00;15.00;8
RS.BK;2016;Thailand;0.99972539;0.00173490;0.35156858;15.00;15.00;15.00;17.00;15.00;9
RS.BK;2015;Thailand;0.99711674;0.00173490;0.04491228;15.00;15.00;15.00;17.00;15.00;8
RS.BK;2014;Thailand;0.97323290;0.00173490;0.05775286;15.00;15.00;15.00;17.00;15.00;5
CPALL.BK;2023;Thailand;0.97867076;0.00173490;0.04238590;15.00;15.00;15.00;17.00;15.00;22
CPALL.BK;2022;Thailand;0.98561019;0.00173490;0.17536633;56.97;56.97;65.42;71.20;27.52;21
CPALL.BK;2021;Thailand;0.97698087;0.00173490;0.11463597;59.72;59.72;67.53;76.00;24.82;21
